ID X PCODE,Label,ID,PCODE
6UZJSL3 X RVSZ,0.9998941421508788,6UZJSL3,RVSZ
6UZJSL3 X GHYX,4.4405289372662076e-05,6UZJSL3,GHYX
6UZJSL3 X QBOL,1.0025230949395336e-05,6UZJSL3,QBOL
6UZJSL3 X 66FJ,9.267040695704054e-06,6UZJSL3,66FJ
6V0MX6B X RVSZ,1.0,6V0MX6B,RVSZ
6V0MX6B X QBOL,1.0,6V0MX6B,QBOL
6V0MX6B X K6QO,0.974999725818634,6V0MX6B,K6QO
6V0MX6B X GHYX,0.01674831658601761,6V0MX6B,GHYX
6V0MX6B X PYUQ,0.0066684307530522355,6V0MX6B,PYUQ
6V2THV7 X BSTQ,1.0,6V2THV7,BSTQ
6V2THV7 X JZ9D,1.0,6V2THV7,JZ9D
6V2THV7 X J9JW,0.9971441626548768,6V2THV7,J9JW
6V2THV7 X QBOL,0.0012215021997690199,6V2THV7,QBOL
6V2THV7 X RVSZ,0.0005961859133094549,6V2THV7,RVSZ
6VP4W8Z X RVSZ,1.0,6VP4W8Z,RVSZ
6VP4W8Z X ECY3,0.8915959596633911,6VP4W8Z,ECY3
6VP4W8Z X K6QO,0.08754055202007294,6VP4W8Z,K6QO
6VP4W8Z X QBOL,0.00620708055794239,6VP4W8Z,QBOL
6VP4W8Z X N2MW,0.004479857627302408,6VP4W8Z,N2MW
6VWOQUD X K6QO,1.0,6VWOQUD,K6QO
6VWOQUD X RVSZ,0.999832272529602,6VWOQUD,RVSZ
6VWOQUD X GHYX,9.888681961456314e-05,6VWOQUD,GHYX
6VWOQUD X QBOL,1.5219696251733694e-05,6VWOQUD,QBOL
6VWOQUD X N2MW,1.2367555427772459e-05,6VWOQUD,N2MW
6W79PDX X RVSZ,1.0,6W79PDX,RVSZ
6W79PDX X RIBP,0.7592752575874329,6W79PDX,RIBP
6W79PDX X K6QO,0.13418953120708466,6W79PDX,K6QO
6W79PDX X 66FJ,0.06970421969890593,6W79PDX,66FJ
6W79PDX X QBOL,0.014167883433401585,6W79PDX,QBOL
6W9WJ0B X K6QO,1.0,6W9WJ0B,K6QO
6W9WJ0B X RVSZ,0.99989914894104,6W9WJ0B,RVSZ
6W9WJ0B X QBOL,3.443629611865617e-05,6W9WJ0B,QBOL
6W9WJ0B X GHYX,1.7554039004608054e-05,6W9WJ0B,GHYX
6W9WJ0B X N2MW,1.1468091543065386e-05,6W9WJ0B,N2MW
6WAPFJZ X RVSZ,1.0,6WAPFJZ,RVSZ
6WAPFJZ X K6QO,0.9863370060920716,6WAPFJZ,K6QO
6WAPFJZ X QBOL,0.00903761200606823,6WAPFJZ,QBOL
6WAPFJZ X GHYX,0.002262901747599244,6WAPFJZ,GHYX
6WAPFJZ X RIBP,0.0005377082852646708,6WAPFJZ,RIBP
6WOQUNW X JZ9D,1.0,6WOQUNW,JZ9D
6WOQUNW X J9JW,0.998885452747345,6WOQUNW,J9JW
6WOQUNW X RVSZ,0.0005302144563756883,6WOQUNW,RVSZ
6WOQUNW X QBOL,0.000344613945344463,6WOQUNW,QBOL
6WOQUNW X GHYX,0.00011582566366996616,6WOQUNW,GHYX
6WY759S X RVSZ,1.0,6WY759S,RVSZ
6WY759S X K6QO,1.0,6WY759S,K6QO
6WY759S X QBOL,0.8130207061767578,6WY759S,QBOL
6WY759S X ECY3,0.10050541907548904,6WY759S,ECY3
6WY759S X GHYX,0.05356613174080849,6WY759S,GHYX
6X341BB X RVSZ,1.0,6X341BB,RVSZ
6X341BB X JZ9D,1.0,6X341BB,JZ9D
6X341BB X J9JW,1.0,6X341BB,J9JW
6X341BB X K6QO,0.9162344932556152,6X341BB,K6QO
6X341BB X PYUQ,0.06991523504257202,6X341BB,PYUQ
6X7NLGE X K6QO,1.0,6X7NLGE,K6QO
6X7NLGE X RVSZ,0.9998745918273926,6X7NLGE,RVSZ
6X7NLGE X GHYX,5.747954492107965e-05,6X7NLGE,GHYX
6X7NLGE X PYUQ,1.7383417798555453e-05,6X7NLGE,PYUQ
6X7NLGE X QBOL,9.582600796420593e-06,6X7NLGE,QBOL
6X7VKCQ X K6QO,1.0,6X7VKCQ,K6QO
6X7VKCQ X RVSZ,0.9970435500144958,6X7VKCQ,RVSZ
6X7VKCQ X SOP4,0.0012933851685374975,6X7VKCQ,SOP4
6X7VKCQ X 66FJ,0.0009158935863524675,6X7VKCQ,66FJ
6X7VKCQ X RIBP,0.00048238478484563535,6X7VKCQ,RIBP
6XDOM2T X RVSZ,1.0,6XDOM2T,RVSZ
6XDOM2T X K6QO,0.8978960514068604,6XDOM2T,K6QO
6XDOM2T X QBOL,0.08847302198410034,6XDOM2T,QBOL
6XDOM2T X PYUQ,0.00589316338300705,6XDOM2T,PYUQ
6XDOM2T X RIBP,0.0025629696901887647,6XDOM2T,RIBP
6XIYYI8 X RVSZ,1.0,6XIYYI8,RVSZ
6XIYYI8 X K6QO,0.9712514877319336,6XIYYI8,K6QO
6XIYYI8 X QBOL,0.023729162290692333,6XIYYI8,QBOL
6XIYYI8 X GHYX,0.0017620340222492816,6XIYYI8,GHYX
6XIYYI8 X ECY3,0.0009778767125681043,6XIYYI8,ECY3
6XN044X X RVSZ,1.0,6XN044X,RVSZ
6XN044X X K6QO,0.9896004199981691,6XN044X,K6QO
6XN044X X QBOL,0.007883471436798574,6XN044X,QBOL
6XN044X X GHYX,0.001607356360182166,6XN044X,GHYX
6XN044X X ECY3,0.00022339216957334434,6XN044X,ECY3
6XNEDS1 X RVSZ,1.0,6XNEDS1,RVSZ
6XNEDS1 X QBOL,1.0,6XNEDS1,QBOL
6XNEDS1 X K6QO,0.9991493225097656,6XNEDS1,K6QO
6XNEDS1 X PYUQ,0.0002612275711726397,6XNEDS1,PYUQ
6XNEDS1 X GHYX,0.00018877003458328545,6XNEDS1,GHYX
6XQKINB X RVSZ,1.0,6XQKINB,RVSZ
6XQKINB X K6QO,0.985317051410675,6XQKINB,K6QO
6XQKINB X QBOL,0.008640836924314499,6XQKINB,QBOL
6XQKINB X GHYX,0.003698282409459353,6XQKINB,GHYX
6XQKINB X 7POT,0.00049566850066185,6XQKINB,7POT
6XW8VCX X QBOL,1.0,6XW8VCX,QBOL
6XW8VCX X J9JW,1.0,6XW8VCX,J9JW
6XW8VCX X JZ9D,0.9976660013198853,6XW8VCX,JZ9D
6XW8VCX X RVSZ,0.0006684135878458619,6XW8VCX,RVSZ
6XW8VCX X N2MW,0.0005543819861486554,6XW8VCX,N2MW
6Y37L4E X RVSZ,1.0,6Y37L4E,RVSZ
6Y37L4E X J9JW,1.0,6Y37L4E,J9JW
6Y37L4E X GHYX,1.0,6Y37L4E,GHYX
6Y37L4E X JZ9D,0.957078218460083,6Y37L4E,JZ9D
6Y37L4E X K6QO,0.04051946476101875,6Y37L4E,K6QO
6Y8LR88 X RVSZ,1.0,6Y8LR88,RVSZ
6Y8LR88 X K6QO,0.926621675491333,6Y8LR88,K6QO
6Y8LR88 X QBOL,0.03734035789966583,6Y8LR88,QBOL
6Y8LR88 X GHYX,0.031075656414031982,6Y8LR88,GHYX
6Y8LR88 X PYUQ,0.0027141035534441467,6Y8LR88,PYUQ
6YGMHUU X RVSZ,1.0,6YGMHUU,RVSZ
6YGMHUU X K6QO,0.7897202372550964,6YGMHUU,K6QO
6YGMHUU X QBOL,0.1340038925409317,6YGMHUU,QBOL
6YGMHUU X GHYX,0.044039789587259286,6YGMHUU,GHYX
6YGMHUU X PYUQ,0.02750711515545845,6YGMHUU,PYUQ
6YH3RIF X RVSZ,1.0,6YH3RIF,RVSZ
6YH3RIF X K6QO,0.987759292125702,6YH3RIF,K6QO
6YH3RIF X QBOL,0.005723506212234497,6YH3RIF,QBOL
6YH3RIF X PYUQ,0.0018531802343204613,6YH3RIF,PYUQ
6YH3RIF X GHYX,0.0018363858107477427,6YH3RIF,GHYX
6YWTA35 X K6QO,1.0,6YWTA35,K6QO
6YWTA35 X RVSZ,0.9996790885925292,6YWTA35,RVSZ
6YWTA35 X GHYX,0.00016020792827475816,6YWTA35,GHYX
6YWTA35 X N2MW,6.952769763302058e-05,6YWTA35,N2MW
6YWTA35 X QBOL,2.92892727884464e-05,6YWTA35,QBOL
6ZAXDUY X RVSZ,1.0,6ZAXDUY,RVSZ
6ZAXDUY X K6QO,0.9908714890480042,6ZAXDUY,K6QO
6ZAXDUY X QBOL,0.0026465719565749173,6ZAXDUY,QBOL
6ZAXDUY X N2MW,0.0018215383170172566,6ZAXDUY,N2MW
6ZAXDUY X PYUQ,0.0015598640311509369,6ZAXDUY,PYUQ
6ZBNCNL X RVSZ,1.0,6ZBNCNL,RVSZ
6ZBNCNL X K6QO,0.8324387669563293,6ZBNCNL,K6QO
6ZBNCNL X QBOL,0.10985371470451356,6ZBNCNL,QBOL
6ZBNCNL X ECY3,0.02318534255027771,6ZBNCNL,ECY3
6ZBNCNL X GHYX,0.010402766056358814,6ZBNCNL,GHYX
6ZKJX5P X QBOL,1.0,6ZKJX5P,QBOL
6ZKJX5P X RVSZ,0.5648143291473389,6ZKJX5P,RVSZ
6ZKJX5P X PYUQ,0.3658610582351685,6ZKJX5P,PYUQ
6ZKJX5P X GHYX,0.04221074655652046,6ZKJX5P,GHYX
6ZKJX5P X RIBP,0.009784916415810585,6ZKJX5P,RIBP
6ZMOZ3O X RVSZ,1.0,6ZMOZ3O,RVSZ
6ZMOZ3O X QBOL,1.0,6ZMOZ3O,QBOL
6ZMOZ3O X K6QO,0.9860180616378784,6ZMOZ3O,K6QO
6ZMOZ3O X GHYX,0.00476503511890769,6ZMOZ3O,GHYX
6ZMOZ3O X RIBP,0.004449072293937206,6ZMOZ3O,RIBP
6ZRDHSJ X RVSZ,1.0,6ZRDHSJ,RVSZ
6ZRDHSJ X JWFN,1.0,6ZRDHSJ,JWFN
6ZRDHSJ X K6QO,0.998903512954712,6ZRDHSJ,K6QO
6ZRDHSJ X QBOL,0.0004665902524720877,6ZRDHSJ,QBOL
6ZRDHSJ X PYUQ,0.0001640589616727084,6ZRDHSJ,PYUQ
6ZRFVNR X RVSZ,1.0,6ZRFVNR,RVSZ
6ZRFVNR X K6QO,0.9710954427719116,6ZRFVNR,K6QO
6ZRFVNR X QBOL,0.0174234788864851,6ZRFVNR,QBOL
6ZRFVNR X GHYX,0.0037837019190192227,6ZRFVNR,GHYX
6ZRFVNR X ECY3,0.002378457924351096,6ZRFVNR,ECY3
7017WET X K6QO,1.0,7017WET,K6QO
7017WET X RVSZ,0.9998198151588441,7017WET,RVSZ
7017WET X PYUQ,9.438626148039476e-05,7017WET,PYUQ
7017WET X GHYX,1.611280458746478e-05,7017WET,GHYX
7017WET X QBOL,1.3270005183585455e-05,7017WET,QBOL
705PFKE X RIBP,1.0,705PFKE,RIBP
705PFKE X RVSZ,1.0,705PFKE,RVSZ
705PFKE X K6QO,0.4952022433280945,705PFKE,K6QO
705PFKE X ECY3,0.3069261014461517,705PFKE,ECY3
705PFKE X QBOL,0.12108267098665235,705PFKE,QBOL
707PH66 X J9JW,1.0,707PH66,J9JW
707PH66 X JZ9D,0.9990109205245972,707PH66,JZ9D
707PH66 X GHYX,0.0003726292343344539,707PH66,GHYX
707PH66 X PYUQ,0.00028373615350574255,707PH66,PYUQ
707PH66 X QBOL,0.00016302207950502634,707PH66,QBOL
70AHK4P X J9JW,1.0,70AHK4P,J9JW
70AHK4P X JZ9D,0.9978252649307252,70AHK4P,JZ9D
70AHK4P X QBOL,0.0013448703102767467,70AHK4P,QBOL
70AHK4P X GHYX,0.0004780611488968134,70AHK4P,GHYX
70AHK4P X RVSZ,0.00017392805602867156,70AHK4P,RVSZ
70DSZDG X RVSZ,1.0,70DSZDG,RVSZ
70DSZDG X K6QO,0.9986078143119812,70DSZDG,K6QO
70DSZDG X QBOL,0.0006389635382220148,70DSZDG,QBOL
70DSZDG X PYUQ,0.0004411849367897958,70DSZDG,PYUQ
70DSZDG X GHYX,7.510976865887642e-05,70DSZDG,GHYX
70HIQB2 X K6QO,1.0,70HIQB2,K6QO
70HIQB2 X RVSZ,0.9972859621047974,70HIQB2,RVSZ
70HIQB2 X GHYX,0.0025881878100335602,70HIQB2,GHYX
70HIQB2 X QBOL,4.635267032426782e-05,70HIQB2,QBOL
70HIQB2 X PYUQ,4.2552277591312304e-05,70HIQB2,PYUQ
70IPJ10 X QBOL,1.0,70IPJ10,QBOL
70IPJ10 X RVSZ,0.7652967572212219,70IPJ10,RVSZ
70IPJ10 X PYUQ,0.14880779385566711,70IPJ10,PYUQ
70IPJ10 X GHYX,0.03748280927538872,70IPJ10,GHYX
70IPJ10 X 7POT,0.009239412844181059,70IPJ10,7POT
70KGT6E X QBOL,1.0,70KGT6E,QBOL
70KGT6E X RVSZ,0.8965507745742798,70KGT6E,RVSZ
70KGT6E X GHYX,0.04370468854904175,70KGT6E,GHYX
70KGT6E X N2MW,0.015607504174113275,70KGT6E,N2MW
70KGT6E X PYUQ,0.012340900488197805,70KGT6E,PYUQ
70U23CY X RVSZ,1.0,70U23CY,RVSZ
70U23CY X K6QO,1.0,70U23CY,K6QO
70U23CY X QBOL,0.6906355619430542,70U23CY,QBOL
70U23CY X GHYX,0.22402307391166687,70U23CY,GHYX
70U23CY X ECY3,0.05748007819056511,70U23CY,ECY3
70YA1V3 X K6QO,1.0,70YA1V3,K6QO
70YA1V3 X RVSZ,0.9998726844787598,70YA1V3,RVSZ
70YA1V3 X N2MW,2.790343933156691e-05,70YA1V3,N2MW
70YA1V3 X PYUQ,2.1114830815349706e-05,70YA1V3,PYUQ
70YA1V3 X GHYX,1.7389686036040075e-05,70YA1V3,GHYX
7168E4M X K6QO,1.0,7168E4M,K6QO
7168E4M X JZ9D,1.0,7168E4M,JZ9D
7168E4M X J9JW,1.0,7168E4M,J9JW
7168E4M X RVSZ,0.9994863271713256,7168E4M,RVSZ
7168E4M X PYUQ,0.00019613924087025225,7168E4M,PYUQ
71S2DND X RVSZ,1.0,71S2DND,RVSZ
71S2DND X K6QO,0.9775933027267456,71S2DND,K6QO
71S2DND X QBOL,0.018195010721683502,71S2DND,QBOL
71S2DND X GHYX,0.0014692111872136593,71S2DND,GHYX
71S2DND X PYUQ,0.0008678946760483086,71S2DND,PYUQ
720Q2YV X K6QO,1.0,720Q2YV,K6QO
720Q2YV X RVSZ,0.9998051524162292,720Q2YV,RVSZ
720Q2YV X GHYX,8.692696428624913e-05,720Q2YV,GHYX
720Q2YV X QBOL,3.343374919495545e-05,720Q2YV,QBOL
720Q2YV X PYUQ,2.212414619862102e-05,720Q2YV,PYUQ
72896CD X QBOL,1.0,72896CD,QBOL
72896CD X PYUQ,0.5353863835334778,72896CD,PYUQ
72896CD X GHYX,0.2309914529323578,72896CD,GHYX
72896CD X RVSZ,0.15233051776885986,72896CD,RVSZ
72896CD X 7POT,0.03456123173236847,72896CD,7POT
72QURU5 X K6QO,1.0,72QURU5,K6QO
72QURU5 X RVSZ,0.9991127848625184,72QURU5,RVSZ
72QURU5 X N2MW,0.00024657981703057885,72QURU5,N2MW
72QURU5 X SOP4,0.0002233889972558245,72QURU5,SOP4
72QURU5 X GHYX,0.00010005829972214997,72QURU5,GHYX
731FL51 X RVSZ,1.0,731FL51,RVSZ
731FL51 X K6QO,0.9673746824264526,731FL51,K6QO
731FL51 X QBOL,0.01940235681831837,731FL51,QBOL
731FL51 X GHYX,0.010355502367019652,731FL51,GHYX
731FL51 X ECY3,0.0010236419038847089,731FL51,ECY3
735YSIZ X RVSZ,1.0,735YSIZ,RVSZ
735YSIZ X K6QO,0.9923580288887024,735YSIZ,K6QO
735YSIZ X GHYX,0.0060329833067953595,735YSIZ,GHYX
735YSIZ X QBOL,0.0007860239711590111,735YSIZ,QBOL
735YSIZ X ECY3,0.00029904322582297027,735YSIZ,ECY3
73FQXIO X PYUQ,1.0,73FQXIO,PYUQ
73FQXIO X QBOL,1.0,73FQXIO,QBOL
73FQXIO X RVSZ,0.7769551873207092,73FQXIO,RVSZ
73FQXIO X RIBP,0.11659341305494307,73FQXIO,RIBP
73FQXIO X BSTQ,0.05069894343614578,73FQXIO,BSTQ
73JIJPP X RVSZ,1.0,73JIJPP,RVSZ
73JIJPP X K6QO,0.9976281523704528,73JIJPP,K6QO
73JIJPP X GHYX,0.0010924695525318382,73JIJPP,GHYX
73JIJPP X QBOL,0.0007099718786776067,73JIJPP,QBOL
73JIJPP X ECY3,0.00025683356216177344,73JIJPP,ECY3
73LJITT X RIBP,1.0,73LJITT,RIBP
73LJITT X RVSZ,0.7137889862060547,73LJITT,RVSZ
73LJITT X 8NN1,0.10054470598697662,73LJITT,8NN1
73LJITT X LJR9,0.08174317330121994,73LJITT,LJR9
73LJITT X 7POT,0.030211221426725388,73LJITT,7POT
73MM5Y0 X RVSZ,1.0,73MM5Y0,RVSZ
73MM5Y0 X K6QO,0.9991078972816468,73MM5Y0,K6QO
73MM5Y0 X QBOL,0.00048576557310298085,73MM5Y0,QBOL
73MM5Y0 X PYUQ,9.649105777498336e-05,73MM5Y0,PYUQ
73MM5Y0 X GHYX,7.38159433240071e-05,73MM5Y0,GHYX
73R8KJO X PYUQ,1.0,73R8KJO,PYUQ
73R8KJO X QBOL,0.573264479637146,73R8KJO,QBOL
73R8KJO X RVSZ,0.3765524923801422,73R8KJO,RVSZ
73R8KJO X GHYX,0.02710997499525547,73R8KJO,GHYX
73R8KJO X FM3X,0.007391292136162519,73R8KJO,FM3X
73YIBBH X K6QO,1.0,73YIBBH,K6QO
73YIBBH X RVSZ,0.9998223185539246,73YIBBH,RVSZ
73YIBBH X PYUQ,9.709387086331844e-05,73YIBBH,PYUQ
73YIBBH X QBOL,2.3163651349022985e-05,73YIBBH,QBOL
73YIBBH X GHYX,2.1860909328097478e-05,73YIBBH,GHYX
73ZD7H8 X RVSZ,1.0,73ZD7H8,RVSZ
73ZD7H8 X K6QO,0.9954349398612976,73ZD7H8,K6QO
73ZD7H8 X QBOL,0.0034883220214396715,73ZD7H8,QBOL
73ZD7H8 X GHYX,0.0005444037960842252,73ZD7H8,GHYX
73ZD7H8 X ECY3,0.00016751434304751456,73ZD7H8,ECY3
74AQ686 X N2MW,1.0,74AQ686,N2MW
74AQ686 X RVSZ,0.34362322092056274,74AQ686,RVSZ
74AQ686 X AHXO,0.29346030950546265,74AQ686,AHXO
74AQ686 X QBOL,0.19036248326301572,74AQ686,QBOL
74AQ686 X PYUQ,0.07942315936088562,74AQ686,PYUQ
74ASV0P X RVSZ,1.0,74ASV0P,RVSZ
74ASV0P X K6QO,1.0,74ASV0P,K6QO
74ASV0P X QBOL,0.47274634242057795,74ASV0P,QBOL
74ASV0P X PYUQ,0.4632629752159119,74ASV0P,PYUQ
74ASV0P X ECY3,0.04106985032558441,74ASV0P,ECY3
74BQ1M0 X RVSZ,1.0,74BQ1M0,RVSZ
74BQ1M0 X LJR9,1.0,74BQ1M0,LJR9
74BQ1M0 X RIBP,0.5256747007369995,74BQ1M0,RIBP
74BQ1M0 X K6QO,0.1982138156890869,74BQ1M0,K6QO
74BQ1M0 X 7POT,0.18785889446735385,74BQ1M0,7POT
74C96W8 X LJR9,1.0,74C96W8,LJR9
74C96W8 X QBOL,0.9596434235572816,74C96W8,QBOL
74C96W8 X RVSZ,0.015936784446239468,74C96W8,RVSZ
74C96W8 X PYUQ,0.006051064934581518,74C96W8,PYUQ
74C96W8 X GHYX,0.005208521615713835,74C96W8,GHYX
74EJIR6 X RIBP,1.0,74EJIR6,RIBP
74EJIR6 X 66FJ,1.0,74EJIR6,66FJ
74EJIR6 X QBOL,0.4922037124633789,74EJIR6,QBOL
74EJIR6 X RVSZ,0.33556076884269714,74EJIR6,RVSZ
74EJIR6 X PYUQ,0.045665856450796134,74EJIR6,PYUQ
74ERLOI X RVSZ,1.0,74ERLOI,RVSZ
74ERLOI X K6QO,0.9247968792915344,74ERLOI,K6QO
74ERLOI X PYUQ,0.04182543233036995,74ERLOI,PYUQ
74ERLOI X QBOL,0.02710050158202648,74ERLOI,QBOL
74ERLOI X ECY3,0.002924594795331359,74ERLOI,ECY3
74FXZK3 X RVSZ,1.0,74FXZK3,RVSZ
74FXZK3 X K6QO,1.0,74FXZK3,K6QO
74FXZK3 X QBOL,0.9266833066940308,74FXZK3,QBOL
74FXZK3 X GHYX,0.041748598217964165,74FXZK3,GHYX
74FXZK3 X N2MW,0.0068421317264437675,74FXZK3,N2MW
74KVB6F X K6QO,1.0,74KVB6F,K6QO
74KVB6F X RVSZ,0.9998394250869752,74KVB6F,RVSZ
74KVB6F X N2MW,5.6503100495319813e-05,74KVB6F,N2MW
74KVB6F X GHYX,3.284281410742551e-05,74KVB6F,GHYX
74KVB6F X QBOL,2.3730674001853916e-05,74KVB6F,QBOL
74WP0MH X 7POT,1.0,74WP0MH,7POT
74WP0MH X RIBP,0.4018945097923279,74WP0MH,RIBP
74WP0MH X 8NN1,0.21369390189647675,74WP0MH,8NN1
74WP0MH X LJR9,0.14576394855976105,74WP0MH,LJR9
74WP0MH X QBOL,0.09345491230487823,74WP0MH,QBOL
751Q89P X K6QO,1.0,751Q89P,K6QO
751Q89P X ECY3,1.0,751Q89P,ECY3
751Q89P X RVSZ,0.9997548460960388,751Q89P,RVSZ
751Q89P X QBOL,5.203385080676526e-05,751Q89P,QBOL
751Q89P X N2MW,4.7721448936499655e-05,751Q89P,N2MW
755D9Q4 X PYUQ,1.0,755D9Q4,PYUQ
755D9Q4 X RVSZ,0.5698694586753845,755D9Q4,RVSZ
755D9Q4 X QBOL,0.4151340126991272,755D9Q4,QBOL
755D9Q4 X 7POT,0.0035483546089380975,755D9Q4,7POT
755D9Q4 X GHYX,0.0024042732547968626,755D9Q4,GHYX
757SLF9 X K6QO,1.0,757SLF9,K6QO
757SLF9 X RVSZ,0.9996687173843384,757SLF9,RVSZ
757SLF9 X GHYX,0.00019928031542804087,757SLF9,GHYX
757SLF9 X QBOL,4.3345236917957664e-05,757SLF9,QBOL
757SLF9 X PYUQ,2.7510215659276586e-05,757SLF9,PYUQ
75BJD9Y X RVSZ,1.0,75BJD9Y,RVSZ
75BJD9Y X K6QO,1.0,75BJD9Y,K6QO
75BJD9Y X JZ9D,1.0,75BJD9Y,JZ9D
75BJD9Y X J9JW,1.0,75BJD9Y,J9JW
75BJD9Y X QBOL,0.7680554986000061,75BJD9Y,QBOL
75C2YCY X RVSZ,1.0,75C2YCY,RVSZ
75C2YCY X K6QO,0.9396569728851318,75C2YCY,K6QO
75C2YCY X QBOL,0.046764835715293884,75C2YCY,QBOL
75C2YCY X PYUQ,0.003816637676209211,75C2YCY,PYUQ
75C2YCY X N2MW,0.0035377088934183116,75C2YCY,N2MW
75HUONF X QBOL,1.0,75HUONF,QBOL
75HUONF X RIBP,0.4557169675827026,75HUONF,RIBP
75HUONF X 66FJ,0.3623968660831451,75HUONF,66FJ
75HUONF X 8NN1,0.09707371145486833,75HUONF,8NN1
75HUONF X RVSZ,0.05529652535915375,75HUONF,RVSZ
75IYOKG X RVSZ,1.0,75IYOKG,RVSZ
75IYOKG X K6QO,0.9878056049346924,75IYOKG,K6QO
75IYOKG X QBOL,0.009711452759802341,75IYOKG,QBOL
75IYOKG X GHYX,0.0017154234228655696,75IYOKG,GHYX
75IYOKG X AHXO,0.00020565498562064025,75IYOKG,AHXO
75JRNVE X K6QO,1.0,75JRNVE,K6QO
75JRNVE X RVSZ,0.9997143149375916,75JRNVE,RVSZ
75JRNVE X GHYX,0.00014267285587266088,75JRNVE,GHYX
75JRNVE X RIBP,3.2806368835736066e-05,75JRNVE,RIBP
75JRNVE X PYUQ,2.5174658730975352e-05,75JRNVE,PYUQ
75WGZBZ X K6QO,1.0,75WGZBZ,K6QO
75WGZBZ X RVSZ,0.9997022747993468,75WGZBZ,RVSZ
75WGZBZ X GHYX,0.0001264526799786836,75WGZBZ,GHYX
75WGZBZ X 7POT,6.680991646135226e-05,75WGZBZ,7POT
75WGZBZ X PYUQ,2.2980697394814346e-05,75WGZBZ,PYUQ
7632QKO X K6QO,1.0,7632QKO,K6QO
7632QKO X RVSZ,0.9997885823249816,7632QKO,RVSZ
7632QKO X 7POT,0.00011879973317263648,7632QKO,7POT
7632QKO X GHYX,2.3847935153753493e-05,7632QKO,GHYX
7632QKO X QBOL,2.2204165361472405e-05,7632QKO,QBOL
7690XG5 X K6QO,1.0,7690XG5,K6QO
7690XG5 X RVSZ,0.9998435974121094,7690XG5,RVSZ
7690XG5 X GHYX,6.442018639063463e-05,7690XG5,GHYX
7690XG5 X QBOL,4.1688621422508725e-05,7690XG5,QBOL
7690XG5 X ECY3,1.2428813533915672e-05,7690XG5,ECY3
769G77R X RVSZ,1.0,769G77R,RVSZ
769G77R X K6QO,0.987781286239624,769G77R,K6QO
769G77R X QBOL,0.00720730423927307,769G77R,QBOL
769G77R X ECY3,0.0021534638945013285,769G77R,ECY3
769G77R X GHYX,0.0011761864880099893,769G77R,GHYX
76DHT63 X RVSZ,1.0,76DHT63,RVSZ
76DHT63 X K6QO,0.9807235598564148,76DHT63,K6QO
76DHT63 X QBOL,0.010638360865414144,76DHT63,QBOL
76DHT63 X PYUQ,0.0047338204458355895,76DHT63,PYUQ
76DHT63 X GHYX,0.0009015073301270603,76DHT63,GHYX
76IC5SZ X K6QO,1.0,76IC5SZ,K6QO
76IC5SZ X RVSZ,0.9997653365135192,76IC5SZ,RVSZ
76IC5SZ X GHYX,0.0001700080611044541,76IC5SZ,GHYX
76IC5SZ X QBOL,2.6151665224460885e-05,76IC5SZ,QBOL
76IC5SZ X ECY3,1.4360492968990002e-05,76IC5SZ,ECY3
76JIRLZ X K6QO,1.0,76JIRLZ,K6QO
76JIRLZ X RVSZ,0.999872088432312,76JIRLZ,RVSZ
76JIRLZ X N2MW,4.150031600147486e-05,76JIRLZ,N2MW
76JIRLZ X GHYX,2.431037682981696e-05,76JIRLZ,GHYX
76JIRLZ X PYUQ,2.1995483621140007e-05,76JIRLZ,PYUQ
76L9UDK X RVSZ,1.0,76L9UDK,RVSZ
76L9UDK X K6QO,0.9849221110343932,76L9UDK,K6QO
76L9UDK X GHYX,0.009779290296137331,76L9UDK,GHYX
76L9UDK X QBOL,0.00485322717577219,76L9UDK,QBOL
76L9UDK X PYUQ,0.00017860913067124784,76L9UDK,PYUQ
76NYZRM X K6QO,1.0,76NYZRM,K6QO
76NYZRM X RVSZ,0.9998743534088136,76NYZRM,RVSZ
76NYZRM X GHYX,5.264567153062672e-05,76NYZRM,GHYX
76NYZRM X PYUQ,1.6877029338502325e-05,76NYZRM,PYUQ
76NYZRM X QBOL,1.5616324162692763e-05,76NYZRM,QBOL
76OC64Q X K6QO,1.0,76OC64Q,K6QO
76OC64Q X RVSZ,0.999925136566162,76OC64Q,RVSZ
76OC64Q X QBOL,2.718817995628342e-05,76OC64Q,QBOL
76OC64Q X GHYX,1.1382745469745716e-05,76OC64Q,GHYX
76OC64Q X N2MW,8.001478818187024e-06,76OC64Q,N2MW
76XTR6M X K6QO,1.0,76XTR6M,K6QO
76XTR6M X QBOL,1.0,76XTR6M,QBOL
76XTR6M X RVSZ,0.999750554561615,76XTR6M,RVSZ
76XTR6M X GHYX,0.00019511987920850515,76XTR6M,GHYX
76XTR6M X N2MW,1.5673635061830282e-05,76XTR6M,N2MW
773G0XP X PYUQ,1.0,773G0XP,PYUQ
773G0XP X K6QO,1.0,773G0XP,K6QO
773G0XP X RVSZ,0.9998150467872621,773G0XP,RVSZ
773G0XP X QBOL,6.838188710389659e-05,773G0XP,QBOL
773G0XP X N2MW,3.677832864923403e-05,773G0XP,N2MW
77FJN3H X PYUQ,1.0,77FJN3H,PYUQ
77FJN3H X QBOL,0.7964147329330444,77FJN3H,QBOL
77FJN3H X RVSZ,0.17266367375850675,77FJN3H,RVSZ
77FJN3H X GHYX,0.009875018149614334,77FJN3H,GHYX
